OrderNumber,OrderDate,Channel,Warehouse Code,Order Quantity,Unit Price,Unit Cost,Customer Name,Customer Email,Product Name,Channel Code,Channel Alt. Name,Channel Importance,Channel Prior Code,Delivery City
SO - 0001129,2014-09-29,Distributor,AXW291,5,5112.1,3271.744,Roberts Company,cwagnera2@ed.gov,Product 11,DIST,Regional,Mid,REGIONS,"Hamburg, Germany"
SO - 0001130,2014-09-29,Wholesale,GUT930,9,1065.3,521.997,Cogidoo Company,mcarrolli3@foxnews.com,Product 12,WHOLE,Local,Low,SUPER,"Kryvy Rig, Ukraine"
SO - 0001131,2014-09-29,Wholesale,GUT930,9,3269.6,2059.848,Roberts Company,cwagnera2@ed.gov,Product 7,WHOLE,Local,Low,SUPER,"Leeds, UK"
SO - 0001132,2014-09-29,Export,NXH382,12,6070.2,3277.908,Cogilith Group,bnelson17@parallels.com,Product 12,EXP,International,High,INTL,"HELSINKI, Finland"
SO - 0001133,2014-09-29,Distributor,AXW291,5,1279.7,857.3990000000001,Natures Group,dbishopcy@nasa.gov,Product 3,DIST,Regional,Mid,REGIONS,"PARIS, France"
SO - 0001134,2014-09-29,Distributor,AXW291,5,3061.9,2449.52,Skajo Ltd,vwatkins8z@unblog.fr,Product 15,DIST,Regional,Mid,REGIONS,"Kharkov, Ukraine"
SO - 0001135,2014-09-29,Export,GUT930,6,2646.5,1217.39,Voolia Ltd,btaylorv@networksolutions.com,Product 5,EXP,International,High,INTL,"Palermo, Italy"
SO - 0001136,2014-09-30,Wholesale,AXW291,6,5232.7,3767.544,NCS Group,nandersonqk@blogspot.com,Product 2,WHOLE,Local,Low,SUPER,"RIGA, Latvia"
SO - 0001137,2014-09-30,Distributor,AXW291,9,3986.5,3268.93,Aromaticos Company,jprice67@issuu.com,Product 5,DIST,Regional,Mid,REGIONS,"SOFIA, Bulgaria"
SO - 0001138,2014-09-30,Wholesale,NXH382,12,247.9,178.488,BTA Corp,jpeters2z@wordpress.org,Product 10,WHOLE,Local,Low,SUPER,"LISBOA (Lisbon), Portugal"
SO - 0001139,2014-09-30,Wholesale,AXW291,9,221.1,141.504,Omba Group,fbryant5n@alibaba.com,Product 3,WHOLE,Local,Low,SUPER,"Donetsk, Ukraine"
SO - 0001140,2014-09-30,Wholesale,FLR025,9,1118.9,492.31600000000003,Realbuzz Ltd,gandrews39@nifty.com,Product 14,WHOLE,Local,Low,SUPER,"OSLO, Norway"
SO - 0001141,2014-09-30,Wholesale,AXW291,9,5433.7,2825.524,Buzzshare Company,awilliamson1@craigslist.org,Product 3,WHOLE,Local,Low,SUPER,"ZAGREB, Croatia"
SO - 0001142,2014-09-30,Wholesale,NXH382,7,3028.4,1756.472,Internatio Company,bbutler13@addtoany.com,Product 7,WHOLE,Local,Low,SUPER,"VILNIUS, Lithuania"
SO - 0001143,2014-09-30,Distributor,NXH382,11,3892.7000000000003,2296.693,Chatterbri Ltd,smiller24@biglobe.ne.jp,Product 14,DIST,Regional,Mid,REGIONS,"Poznan, Poland"
SO - 0001144,2014-09-30,Wholesale,GUT930,8,2579.5,2089.395,Cantrell Company,rcunninghamqt@bigcartel.com,Product 8,WHOLE,Local,Low,SUPER,"Sevilla, Spain"
SO - 0001145,2014-09-30,Wholesale,AXW291,9,1809.0,1230.1200000000001,Camido Company,alopez2b@vistaprint.com,Product 15,WHOLE,Local,Low,SUPER,"Odessa, Ukraine"
SO - 0001146,2014-10-01,Wholesale,GUT930,10,5118.8,2457.024,Eire Corp,rgreene16@deviantart.com,Product 7,WHOLE,Local,Low,SUPER,"Leeds, UK"
SO - 0001147,2014-10-01,Distributor,GUT930,9,978.2,753.214,Dazzlesphe Corp,mpalmera6@census.gov,Product 12,DIST,Regional,Mid,REGIONS,"Genova, Italy"
SO - 0001148,2014-10-01,Wholesale,GUT930,8,770.5,554.76,Podcat Corp,wgreenks@ocn.ne.jp,Product 11,WHOLE,Local,Low,SUPER,"Leeds, UK"
SO - 0001149,2014-10-01,Distributor,AXW291,12,1085.4,759.78,Thoughtmix Ltd,ssanchez5k@netvibes.com,Product 4,DIST,Regional,Mid,REGIONS,"ROMA, Italy"
SO - 0001150,2014-10-01,Wholesale,NXH382,12,1989.9,795.96,Fred's Company,clawrence7v@slashdot.org,Product 3,WHOLE,Local,Low,SUPER,"LISBOA (Lisbon), Portugal"
SO - 0001151,2014-10-01,Wholesale,AXW291,10,2907.8,2180.8500000000004,Muxo Group,hday5g@webnode.com,Product 10,WHOLE,Local,Low,SUPER,"ROMA, Italy"
SO - 0001152,2014-10-01,Wholesale,AXW291,5,1165.8,886.0079999999999,Unit Ltd,bmcdonald47@joomla.org,Product 15,WHOLE,Local,Low,SUPER,"MINSK, Belarus"
SO - 0001153,2014-10-01,Wholesale,AXW291,6,5715.1,4343.476000000001,Rhynoodle Ltd,wshawq2@mlb.com,Product 12,WHOLE,Local,Low,SUPER,"Donetsk, Ukraine"
SO - 0001154,2014-10-01,Wholesale,AXW291,10,1695.1000000000001,1254.374,Kazu Corp,jwoodo@mit.edu,Product 9,WHOLE,Local,Low,SUPER,"Lódz, Poland"
SO - 0001155,2014-10-02,Wholesale,AXW291,9,1038.5,643.87,EMD Group,gramirez2k@xrea.com,Product 6,WHOLE,Local,Low,SUPER,"Zaporozhye, Ukraine"
SO - 0001156,2014-10-02,Export,NXH382,12,5788.8,2778.624,Liberty Group,gperez2a@fda.gov,Product 5,EXP,International,High,INTL,"HELSINKI, Finland"
SO - 0001157,2014-10-02,Export,AXW291,12,2237.8,1118.9,Vinte Group,randerson1k@mozilla.com,Product 12,EXP,International,High,INTL,"ROMA, Italy"
SO - 0001158,2014-10-02,Export,NXH382,10,1132.3,871.871,Amerisourc Corp,kcarr11@ustream.tv,Product 4,EXP,International,High,INTL,"Sheffield, UK"
SO - 0001159,2014-10-02,Wholesale,AXW291,5,891.1,552.482,Cogilith Group,bnelson17@parallels.com,Product 11,WHOLE,Local,Low,SUPER,"Milano (Milan), Italy"
SO - 0001160,2014-10-02,Distributor,AXW291,5,3819.0,3055.2000000000003,US Ltd,astone14@shareasale.com,Product 10,DIST,Regional,Mid,REGIONS,"ROMA, Italy"
SO - 0001161,2014-10-03,Wholesale,NXH382,11,1232.8,702.6959999999999,Realpoint Corp,mgeorgecd@elegantthemes.com,Product 3,WHOLE,Local,Low,SUPER,"Stuttgart, Germany"
SO - 0001162,2014-10-03,Export,AXW291,6,6331.5,2532.6000000000004,Buzzbean Group,brodriguezmw@google.co.uk,Product 15,EXP,International,High,INTL,"MADRID, Spain"
SO - 0001163,2014-10-03,Distributor,AXW291,8,917.9,431.41299999999995,Wordpedia Ltd,kmurray1y@go.com,Product 13,DIST,Regional,Mid,REGIONS,"Hamburg, Germany"
SO - 0001164,2014-10-03,Wholesale,GUT930,9,1333.3,639.9839999999999,Amerisourc Corp,kcarr11@ustream.tv,Product 10,WHOLE,Local,Low,SUPER,"Frankfurt am Main, Germany"
SO - 0001165,2014-10-03,Wholesale,AXW291,5,5467.2,3444.336,Realbuzz Ltd,gandrews39@nifty.com,Product 2,WHOLE,Local,Low,SUPER,"PRAHA (Prague), Czech Republic"
SO - 0001166,2014-10-03,Export,NXH382,12,5896.0,3950.32,Dynazzy Company,ahansoni9@acquirethisname.com,Product 7,EXP,International,High,INTL,"LISBOA (Lisbon), Portugal"
SO - 0001167,2014-10-03,Wholesale,AXW291,8,1809.0,1212.03,ALK-Abello Ltd,jwelch37@bigcartel.com,Product 2,WHOLE,Local,Low,SUPER,"Kharkov, Ukraine"
SO - 0001168,2014-10-03,Wholesale,AXW291,8,1112.2,722.9300000000001,Ascend Ltd,wwilliamson1g@about.me,Product 10,WHOLE,Local,Low,SUPER,"Barcelona, Spain"
SO - 0001169,2014-10-04,Export,GUT930,10,2546.0,1782.1999999999998,Chatterpoi Corp,brice3h@linkedin.com,Product 12,EXP,International,High,INTL,"Salonika, Greece"
SO - 0001170,2014-10-04,Wholesale,GUT930,6,1139.0,774.5200000000001,Ozu Ltd,rburns9i@usda.gov,Product 7,WHOLE,Local,Low,SUPER,"Sevilla, Spain"
SO - 0001171,2014-10-04,Wholesale,GUT930,11,3872.6,2362.286,Vitz Company,pmorales92@naver.com,Product 1,WHOLE,Local,Low,SUPER,"Sevilla, Spain"
SO - 0001172,2014-10-04,Wholesale,AXW291,9,1326.6000000000001,809.2260000000001,Lazzy Group,ewright29@theatlantic.com,Product 8,WHOLE,Local,Low,SUPER,"BUCURESTI (Bucharest), Romania"
SO - 0001173,2014-10-04,Wholesale,FLR025,10,2525.9,1793.389,Golden Corp,kmoreno34@ca.gov,Product 10,WHOLE,Local,Low,SUPER,"Hannover, Germany"
SO - 0001174,2014-10-04,Wholesale,AXW291,9,924.6,564.006,Flipstorm Group,jcarr8@oakley.com,Product 13,WHOLE,Local,Low,SUPER,"Torino (Turin), Italy"
SO - 0001175,2014-10-04,Wholesale,AXW291,11,261.3,146.32800000000003,Wordtune Company,ssnyder4l@cafepress.com,Product 5,WHOLE,Local,Low,SUPER,"Birmingham, UK"
SO - 0001176,2014-10-05,Distributor,AXW291,9,234.5,161.80499999999998,Terumo Corp,pmartinez3e@fc2.com,Product 5,DIST,Regional,Mid,REGIONS,"MADRID, Spain"
SO - 0001177,2014-10-05,Distributor,NXH382,12,5775.400000000001,4273.796,Cogidoo Company,mcarrolli3@foxnews.com,Product 10,DIST,Regional,Mid,REGIONS,"Bremen, Germany"
SO - 0001178,2014-10-05,Distributor,GUT930,11,3852.5,2812.325,Wordtune Company,ssnyder4l@cafepress.com,Product 6,DIST,Regional,Mid,REGIONS,"ATHINAI (Athens), Greece"
SO - 0001179,2014-10-05,Distributor,AXW291,12,1045.2,585.3120000000001,Army Group,aellis34@tiny.cc,Product 9,DIST,Regional,Mid,REGIONS,"ZAGREB, Croatia"
SO - 0001180,2014-10-05,Export,FLR025,5,864.3000000000001,535.866,SAFEWAY Ltd,rclark1m@oracle.com,Product 10,EXP,International,High,INTL,"Duisburg, Germany"
SO - 0001181,2014-10-05,Distributor,AXW291,6,2559.4,2124.302,Oba Company,rnichols24@plala.or.jp,Product 10,DIST,Regional,Mid,REGIONS,"München (Munich), Germany"
SO - 0001182,2014-10-06,Wholesale,GUT930,10,1922.9,999.9080000000001,Tagfeed Ltd,srichardson8l@ucla.edu,Product 3,WHOLE,Local,Low,SUPER,"Valencia, Spain"
SO - 0001183,2014-10-06,Distributor,AXW291,8,3979.8,2865.456,Topco Company,phenry4a@samsung.com,Product 11,DIST,Regional,Mid,REGIONS,"MADRID, Spain"
SO - 0001184,2014-10-06,Wholesale,NXH382,12,917.9,706.783,Twitterbri Ltd,lburkefb@epa.gov,Product 15,WHOLE,Local,Low,SUPER,"Poznan, Poland"
SO - 0001185,2014-10-06,Export,GUT930,7,3671.6,1652.22,Bath Group,cparker3z@state.tx.us,Product 12,EXP,International,High,INTL,"Lvov, Ukraine"
SO - 0001186,2014-10-06,Export,GUT930,10,1018.4,651.776,Zooxo Ltd,hmoore3c@privacy.gov.au,Product 15,EXP,International,High,INTL,"Valencia, Spain"
SO - 0001187,2014-10-07,Distributor,AXW291,12,1051.9,831.0010000000001,GOOD Ltd,dhanson5@com.com,Product 3,DIST,Regional,Mid,REGIONS,"Köln (Cologne), Germany"
SO - 0001188,2014-10-07,Wholesale,AXW291,6,1025.1000000000001,789.3270000000001,Z.H.T. Group,rwhitedq@nymag.com,Product 5,WHOLE,Local,Low,SUPER,"MINSK, Belarus"
SO - 0001189,2014-10-07,Wholesale,NXH382,8,194.3,83.549,Realbridge Corp,sross1f@xrea.com,Product 11,WHOLE,Local,Low,SUPER,"Essen, Germany"
SO - 0001190,2014-10-07,Export,AXW291,8,3993.2000000000003,1836.8720000000003,Revitol Company,aramos9w@php.net,Product 4,EXP,International,High,INTL,"Barcelona, Spain"
SO - 0001191,2014-10-07,Distributor,AXW291,9,5567.7,4175.775,Meejo Corp,jreed7i@epa.gov,Product 15,DIST,Regional,Mid,REGIONS,"Kharkov, Ukraine"
SO - 0001192,2014-10-07,Distributor,AXW291,6,1065.3,500.691,Voolith Ltd,ddayqi@amazon.co.jp,Product 15,DIST,Regional,Mid,REGIONS,"Napoli (Naples), Italy"
SO - 0001193,2014-10-07,Wholesale,AXW291,6,1072.0,911.1999999999999,Mylan Corp,hmurray2p@loc.gov,Product 13,WHOLE,Local,Low,SUPER,"Zaporozhye, Ukraine"
SO - 0001194,2014-10-07,Wholesale,NXH382,6,214.4,154.368,Wordtune Company,ssnyder4l@cafepress.com,Product 14,WHOLE,Local,Low,SUPER,"Essen, Germany"
SO - 0001195,2014-10-08,Wholesale,AXW291,6,5112.1,2913.897,Meejo Corp,jreed7i@epa.gov,Product 3,WHOLE,Local,Low,SUPER,"BUDAPEST, Hungary"
SO - 0001196,2014-10-08,Export,AXW291,11,904.5,615.0600000000001,Aveda Group,swilson46@freewebs.com,Product 14,EXP,International,High,INTL,"Lódz, Poland"
SO - 0001197,2014-10-08,Export,NXH382,8,2324.9,1952.916,Mita Corp,rfoxlk@slideshare.net,Product 2,EXP,International,High,INTL,"Düsseldorf, Germany"
SO - 0001198,2014-10-08,Wholesale,GUT930,6,3993.2000000000003,3314.356,Mydeo Ltd,sjohnstonjs@deliciousdays.com,Product 12,WHOLE,Local,Low,SUPER,"AMSTERDAM, Netherlands"
SO - 0001199,2014-10-08,Wholesale,NXH382,6,1025.1000000000001,594.558,Zoomzone Corp,kwheeler2h@army.mil,Product 11,WHOLE,Local,Low,SUPER,"Dortmund, Germany"
SO - 0001200,2014-10-08,Wholesale,AXW291,12,1306.5,888.4200000000001,Zoomzone Corp,kwheeler2h@army.mil,Product 15,WHOLE,Local,Low,SUPER,"Dnepropetrovsk, Ukraine"
SO - 0001201,2014-10-08,Wholesale,AXW291,6,254.6,101.84,US Ltd,astone14@shareasale.com,Product 7,WHOLE,Local,Low,SUPER,"KIEV, Ukraine"
SO - 0001202,2014-10-08,Distributor,GUT930,9,1896.1000000000001,1573.7630000000001,Neutrogena Ltd,aharveyd3@flavors.me,Product 14,DIST,Regional,Mid,REGIONS,"Palermo, Italy"
SO - 0001203,2014-10-09,Distributor,GUT930,7,1058.6000000000001,571.6440000000001,Tambee Company,hturnerw@answers.com,Product 3,DIST,Regional,Mid,REGIONS,"Salonika, Greece"
SO - 0001204,2014-10-09,Wholesale,GUT930,5,4020.0,2130.6,Voonyx Group,sandrews4j@cisco.com,Product 8,WHOLE,Local,Low,SUPER,"Wroclaw (Breslau), Poland"
SO - 0001205,2014-10-09,Wholesale,AXW291,10,2003.3,861.419,Tekfly Group,awashington5k@devhub.com,Product 6,WHOLE,Local,Low,SUPER,"Odessa, Ukraine"
SO - 0001206,2014-10-09,Wholesale,GUT930,9,5165.7,4029.246,Mydo Corp,rramoshq@jugem.jp,Product 9,WHOLE,Local,Low,SUPER,"Palermo, Italy"
SO - 0001207,2014-10-09,Wholesale,AXW291,8,5145.6,3601.92,Muxo Group,hday5g@webnode.com,Product 1,WHOLE,Local,Low,SUPER,"WARSZAWA (Warsaw), Poland"
SO - 0001208,2014-10-09,Distributor,FLR025,5,1936.3,1277.958,Fatz Group,fedwards4w@latimes.com,Product 6,DIST,Regional,Mid,REGIONS,"Sheffield, UK"
SO - 0001209,2014-10-10,Wholesale,AXW291,12,174.20000000000002,114.97200000000002,Eidel Corp,jrogersda@dion.ne.jp,Product 11,WHOLE,Local,Low,SUPER,"Köln (Cologne), Germany"
SO - 0001210,2014-10-10,Wholesale,NXH382,10,1728.6000000000001,1071.732,Golden Corp,kmoreno34@ca.gov,Product 2,WHOLE,Local,Low,SUPER,"Poznan, Poland"
SO - 0001211,2014-10-10,Distributor,AXW291,7,1809.0,1121.58,Skyvu Group,cmontgomeryn@twitpic.com,Product 4,DIST,Regional,Mid,REGIONS,"WARSZAWA (Warsaw), Poland"
SO - 0001212,2014-10-10,Distributor,GUT930,7,3517.5,2673.3,Skyble Corp,dperkinsc1@washingtonpost.com,Product 2,DIST,Regional,Mid,REGIONS,"ATHINAI (Athens), Greece"
SO - 0001213,2014-10-10,Distributor,AXW291,12,2659.9,2154.5190000000002,Rochester Group,ksmith4t@blinklist.com,Product 13,DIST,Regional,Mid,REGIONS,"MADRID, Spain"
SO - 0001214,2014-10-10,Wholesale,NXH382,7,2351.7000000000003,1716.7410000000002,Roomm Company,hbishop6d@goodreads.com,Product 4,WHOLE,Local,Low,SUPER,"Rotterdam, Netherlands"
SO - 0001215,2014-10-11,Wholesale,NXH382,6,180.9,94.06800000000001,Eire Corp,rgreene16@deviantart.com,Product 12,WHOLE,Local,Low,SUPER,"LISBOA (Lisbon), Portugal"
SO - 0001216,2014-10-11,Distributor,AXW291,8,1118.9,581.8280000000001,Wordware Company,tlopezn@bandcamp.com,Product 15,DIST,Regional,Mid,REGIONS,"Dnepropetrovsk, Ukraine"
SO - 0001217,2014-10-11,Wholesale,AXW291,6,2010.0,1185.8999999999999,Zooveo Company,jevans0@guardian.co.uk,Product 12,WHOLE,Local,Low,SUPER,"Zaporozhye, Ukraine"
SO - 0001218,2014-10-11,Distributor,GUT930,8,1206.0,795.96,Arbor Company,ajenkinsbb@feedburner.com,Product 8,DIST,Regional,Mid,REGIONS,"Salonika, Greece"
SO - 0001219,2014-10-11,Wholesale,AXW291,5,180.9,130.248,Family Corp,ajacobs2g@seattletimes.com,Product 11,WHOLE,Local,Low,SUPER,"LONDON, UK"
SO - 0001220,2014-10-12,Wholesale,GUT930,7,3886.0,2059.58,Shuffledri Group,vlittle3@wordpress.com,Product 5,WHOLE,Local,Low,SUPER,"Genova, Italy"
SO - 0001221,2014-10-12,Distributor,FLR025,8,6505.7,4293.762,Avamba Company,abradleyag@patch.com,Product 2,DIST,Regional,Mid,REGIONS,"OSLO, Norway"
SO - 0001222,2014-10-12,Export,AXW291,6,1051.9,820.4820000000001,SHISEIDO Ltd,rreyesqw@list-manage.com,Product 6,EXP,International,High,INTL,"BUCURESTI (Bucharest), Romania"
SO - 0001223,2014-10-12,Wholesale,NXH382,9,1092.1000000000001,524.2080000000001,Skajo Ltd,vwatkins8z@unblog.fr,Product 4,WHOLE,Local,Low,SUPER,"Stuttgart, Germany"
SO - 0001224,2014-10-12,Wholesale,AXW291,8,2492.4,1370.8200000000002,Quaxo Ltd,jgray33@blogtalkradio.com,Product 7,WHOLE,Local,Low,SUPER,"MADRID, Spain"
SO - 0001225,2014-10-12,Wholesale,FLR025,12,3892.7000000000003,1868.496,Liberty Group,gperez2a@fda.gov,Product 5,WHOLE,Local,Low,SUPER,"Mykolaiv, Ukraine"
SO - 0001226,2014-10-13,Wholesale,FLR025,7,2505.8,2079.814,Quimm Company,rhenry7y@squarespace.com,Product 10,WHOLE,Local,Low,SUPER,"KOBENHAVN (Copenhagen), Denmark"
SO - 0001227,2014-10-13,Wholesale,GUT930,11,824.1,395.568,Jaxbean Group,jwilliamsonpk@eventbrite.com,Product 7,WHOLE,Local,Low,SUPER,"Wroclaw (Breslau), Poland"
SO - 0001228,2014-10-13,Distributor,GUT930,10,690.1,441.66400000000004,Rhynoodle Ltd,wshawq2@mlb.com,Product 13,DIST,Regional,Mid,REGIONS,"Wroclaw (Breslau), Poland"
SO - 0001229,2014-10-13,Distributor,AXW291,8,2365.1,1206.201,ALK-Abello Ltd,jwelch37@bigcartel.com,Product 7,DIST,Regional,Mid,REGIONS,"BEOGRAD (Belgrade), Serbia"
SO - 0001230,2014-10-13,Distributor,AXW291,10,1072.0,460.96,Realpoint Corp,mgeorgecd@elegantthemes.com,Product 7,DIST,Regional,Mid,REGIONS,"BEOGRAD (Belgrade), Serbia"
SO - 0001231,2014-10-13,Distributor,FLR025,6,1065.3,468.73199999999997,Wordpedia Ltd,kmurray1y@go.com,Product 10,DIST,Regional,Mid,REGIONS,"Mykolaiv, Ukraine"
SO - 0001232,2014-10-13,Wholesale,GUT930,5,2586.2000000000003,1396.5480000000002,Tagfeed Ltd,srichardson8l@ucla.edu,Product 11,WHOLE,Local,Low,SUPER,"Wroclaw (Breslau), Poland"
SO - 0001233,2014-10-14,Wholesale,NXH382,12,207.70000000000002,151.621,Rochester Group,ksmith4t@blinklist.com,Product 15,WHOLE,Local,Low,SUPER,"Bremen, Germany"
SO - 0001234,2014-10-14,Wholesale,AXW291,8,4006.6,2283.7619999999997,Cogidoo Company,mcarrolli3@foxnews.com,Product 1,WHOLE,Local,Low,SUPER,"Hamburg, Germany"
SO - 0001235,2014-10-14,Export,AXW291,5,2331.6,1095.8519999999999,Viva Ltd,wyoungoo@ucla.edu,Product 9,EXP,International,High,INTL,"MINSK, Belarus"
SO - 0001236,2014-10-14,Export,AXW291,11,1018.4,600.856,Fred's Company,clawrence7v@slashdot.org,Product 1,EXP,International,High,INTL,"PRAHA (Prague), Czech Republic"
SO - 0001237,2014-10-14,Wholesale,AXW291,11,5628.0,4108.44,Valeant Corp,bbowman1j@phpbb.com,Product 10,WHOLE,Local,Low,SUPER,"MADRID, Spain"
SO - 0001238,2014-10-14,Wholesale,AXW291,10,2546.0,1782.1999999999998,Geiss Company,lharrison3v@eepurl.com,Product 3,WHOLE,Local,Low,SUPER,"Napoli (Naples), Italy"
SO - 0001239,2014-10-14,Wholesale,FLR025,7,857.6,668.928,Kazu Corp,jwoodo@mit.edu,Product 8,WHOLE,Local,Low,SUPER,"Sheffield, UK"
SO - 0001240,2014-10-15,Distributor,AXW291,5,3906.1,1757.745,Eire Corp,rgreene16@deviantart.com,Product 7,DIST,Regional,Mid,REGIONS,"Milano (Milan), Italy"
SO - 0001241,2014-10-15,Wholesale,NXH382,5,1005.0,783.9,Muxo Group,hday5g@webnode.com,Product 15,WHOLE,Local,Low,SUPER,"Glasgow, UK"
SO - 0001242,2014-10-15,Wholesale,NXH382,12,844.2,388.33200000000005,Liberty Group,gperez2a@fda.gov,Product 9,WHOLE,Local,Low,SUPER,"Düsseldorf, Germany"
SO - 0001243,2014-10-15,Wholesale,AXW291,9,1031.8,515.9,Aibox Company,smorrisba@craigslist.org,Product 12,WHOLE,Local,Low,SUPER,"PARIS, France"
SO - 0001244,2014-10-16,Wholesale,NXH382,12,924.6,591.744,True Ltd,bcollins1t@prweb.com,Product 5,WHOLE,Local,Low,SUPER,"Düsseldorf, Germany"
SO - 0001245,2014-10-16,Export,NXH382,8,1072.0,825.44,Holston Company,chamilton3z@geocities.jp,Product 14,EXP,International,High,INTL,"Poznan, Poland"
SO - 0001246,2014-10-16,Distributor,AXW291,11,261.3,172.45800000000003,Browsetype Corp,fbutlerco@1und1.de,Product 13,DIST,Regional,Mid,REGIONS,"Kharkov, Ukraine"
SO - 0001247,2014-10-16,Distributor,AXW291,8,1065.3,894.852,Snaptags Ltd,jsullivangr@sun.com,Product 5,DIST,Regional,Mid,REGIONS,"BUCURESTI (Bucharest), Romania"
SO - 0001248,2014-10-16,Distributor,GUT930,10,1929.6000000000001,1254.2400000000002,Oba Company,rnichols24@plala.or.jp,Product 13,DIST,Regional,Mid,REGIONS,"Palermo, Italy"
SO - 0001249,2014-10-16,Export,AXW291,10,5460.5,3494.7200000000003,Realcube Company,jharveydm@etsy.com,Product 8,EXP,International,High,INTL,"KIEV, Ukraine"
SO - 0001250,2014-10-16,Export,GUT930,11,1815.7,1180.2050000000002,Camido Company,alopez2b@vistaprint.com,Product 4,EXP,International,High,INTL,"Palermo, Italy"
SO - 0001251,2014-10-16,Distributor,AXW291,12,944.7,387.327,Dazzlesphe Corp,mpalmera6@census.gov,Product 14,DIST,Regional,Mid,REGIONS,"RIGA, Latvia"
SO - 0001252,2014-10-16,Wholesale,FLR025,7,850.9,553.085,Chatterbri Ltd,smiller24@biglobe.ne.jp,Product 8,WHOLE,Local,Low,SUPER,"Hannover, Germany"
SO - 0001253,2014-10-16,Wholesale,AXW291,6,207.70000000000002,174.46800000000002,Chatterbri Ltd,smiller24@biglobe.ne.jp,Product 15,WHOLE,Local,Low,SUPER,"WIEN (Vienna), Austria"
SO - 0001254,2014-10-16,Distributor,AXW291,12,1916.2,823.966,Blogtags Ltd,rscott2f@printfriendly.com,Product 1,DIST,Regional,Mid,REGIONS,"Dnepropetrovsk, Ukraine"
SO - 0001255,2014-10-17,Distributor,GUT930,8,1889.4,963.594,Actavis Company,jkimw@netscape.com,Product 15,DIST,Regional,Mid,REGIONS,"Sevilla, Spain"
SO - 0001256,2014-10-17,Wholesale,AXW291,12,241.20000000000002,185.72400000000002,Fred's Company,clawrence7v@slashdot.org,Product 13,WHOLE,Local,Low,SUPER,"München (Munich), Germany"
SO - 0001257,2014-10-17,Distributor,AXW291,11,6016.6,4392.118,Cantrell Company,rcunninghamqt@bigcartel.com,Product 5,DIST,Regional,Mid,REGIONS,"Donetsk, Ukraine"
SO - 0001258,2014-10-17,Distributor,AXW291,6,1072.0,621.76,Accudial Company,ngarza2s@illinois.edu,Product 4,DIST,Regional,Mid,REGIONS,"BUCURESTI (Bucharest), Romania"
SO - 0001259,2014-10-17,Distributor,AXW291,8,3825.7000000000003,2601.4760000000006,Unit Ltd,bmcdonald47@joomla.org,Product 7,DIST,Regional,Mid,REGIONS,"LONDON, UK"
SO - 0001260,2014-10-18,Wholesale,FLR025,12,2814.0,2166.78,Liberty Group,gperez2a@fda.gov,Product 11,WHOLE,Local,Low,SUPER,"Mykolaiv, Ukraine"
SO - 0001261,2014-10-18,Wholesale,NXH382,7,2619.7000000000003,1807.593,Family Corp,ajacobs2g@seattletimes.com,Product 5,WHOLE,Local,Low,SUPER,"Essen, Germany"
SO - 0001262,2014-10-18,Export,AXW291,10,1118.9,525.883,Topco Company,phenry4a@samsung.com,Product 15,EXP,International,High,INTL,"Lódz, Poland"
SO - 0001263,2014-10-18,Wholesale,AXW291,12,1072.0,514.56,Skidoo Company,cmiller1e@statcounter.com,Product 3,WHOLE,Local,Low,SUPER,"RIGA, Latvia"
SO - 0001264,2014-10-18,Wholesale,AXW291,7,3946.3,1617.983,Tagfeed Ltd,srichardson8l@ucla.edu,Product 10,WHOLE,Local,Low,SUPER,"RIGA, Latvia"
SO - 0001265,2014-10-18,Wholesale,NXH382,9,241.20000000000002,166.428,Wordtune Company,ssnyder4l@cafepress.com,Product 1,WHOLE,Local,Low,SUPER,"HELSINKI, Finland"
SO - 0001266,2014-10-19,Distributor,AXW291,10,241.20000000000002,156.78000000000003,Yombu Corp,dfox1t@reuters.com,Product 14,DIST,Regional,Mid,REGIONS,"Zaporozhye, Ukraine"
SO - 0001267,2014-10-19,Export,NXH382,6,1005.0,854.25,MEIJER Corp,esimmons3g@guardian.co.uk,Product 1,EXP,International,High,INTL,"Glasgow, UK"
SO - 0001268,2014-10-19,Export,AXW291,12,234.5,178.22,Twitterbri Ltd,lburkefb@epa.gov,Product 8,EXP,International,High,INTL,"Köln (Cologne), Germany"
SO - 0001269,2014-10-19,Wholesale,AXW291,6,904.5,741.6899999999999,Browsetype Corp,fbutlerco@1und1.de,Product 8,WHOLE,Local,Low,SUPER,"Torino (Turin), Italy"
SO - 0001270,2014-10-19,Wholesale,AXW291,12,1085.4,477.576,Realbridge Corp,sross1f@xrea.com,Product 2,WHOLE,Local,Low,SUPER,"Milano (Milan), Italy"
SO - 0001271,2014-10-19,Distributor,AXW291,11,1018.4,600.856,SAFEWAY Ltd,rclark1m@oracle.com,Product 2,DIST,Regional,Mid,REGIONS,"Milano (Milan), Italy"
SO - 0001272,2014-10-19,Distributor,AXW291,6,261.3,180.297,Zoovu Corp,treynoldspc@freewebs.com,Product 6,DIST,Regional,Mid,REGIONS,"KIEV, Ukraine"
SO - 0001273,2014-10-19,Distributor,NXH382,7,3939.6,2166.78,SHISEIDO Ltd,rreyesqw@list-manage.com,Product 1,DIST,Regional,Mid,REGIONS,"VILNIUS, Lithuania"
